fraser_annings_conservative_national_party_ordinary_votes, socialist_alliance_ordinary_votes, labor_ordinary_votes, latitude, longitude,post_code, polling_place_name, state, division_name, australian_democrats_ordinary_votes, non_affiliated_candidates_ordinary_votes, the_greens_ordinary_votes, national_party_ordinary_votes, australian_progressives_ordinary_votes, christian_democratic_party_fred_nile_group_ordinary_votes, centre_alliance_ordinary_votes, australian_workers_party_ordinary_votes, western_australia_party_ordinary_votes, division_id, liberal_democrats_ordinary_votes, liberal_ordinary_votes, the_nationals_ordinary_votes, australia_first_party_ordinary_votes, polling_place_id, united_australia_party_ordinary_votes, informal_ordinary_votes, katters_australian_party_kap_ordinary_votes, polling_place_type_id, socialist_equality_party_ordinary_votes
null,null,1007,-32.882,151.659,2287,Maryland,NSW,Newcastle,null,null,150,null,null,53,null,null,null,136,null,439,null,null,1883,114,166,null,1,null
null,null,765,-32.8980225,151.7414935,2304,Mayfield,NSW,Newcastle,null,null,197,null,null,30,null,null,null,136,null,272,null,null,1885,42,96,null,1,null
null,null,675,-32.8959,151.748,2304,Mayfield East,NSW,Newcastle,null,null,309,null,null,22,null,null,null,136,null,262,null,null,1886,48,77,null,1,null
null,null,818,-32.9,151.734,2304,Mayfield South,NSW,Newcastle,null,null,320,null,null,34,null,null,null,136,null,302,null,null,1887,41,105,null,1,null
null,null,695,-32.8886207,151.7296696,2304,Mayfield West,NSW,Newcastle,null,null,226,null,null,36,null,null,null,136,null,297,null,null,1888,59,94,null,1,null
null,null,474,-32.9304,151.777,2300,Newcastle City,NSW,Newcastle,null,null,383,null,null,16,null,null,null,136,null,390,null,null,1889,27,44,null,1,null
null,null,370,-32.8996541,151.6636379,2287,Pittown,NSW,Newcastle,null,null,75,null,null,30,null,null,null,136,null,186,null,null,1891,41,45,null,1,null
null,null,937,-32.8921027,151.6680192,2287,Plattsburg,NSW,Newcastle,null,null,164,null,null,54,null,null,null,136,null,412,null,null,1892,84,140,null,1,null
null,null,722,-32.8817314,151.6953455,2307,Shortland,NSW,Newcastle,null,null,164,null,null,42,null,null,null,136,null,256,null,null,1894,68,118,null,1,null
null,null,835,-32.9111818,151.7806369,2295,Stockton,NSW,Newcastle,null,null,172,null,null,37,null,null,null,136,null,430,null,null,1895,56,104,null,1,null
null,null,640,-32.9078104,151.7508547,2297,Tighes Hill,NSW,Newcastle,null,null,486,null,null,14,null,null,null,136,null,220,null,null,1898,31,74,null,1,null
null,null,1078,-32.9206289,151.6753603,2287,Wallsend South,NSW,Newcastle,null,null,260,null,null,42,null,null,null,136,null,701,null,null,1901,74,125,null,1,null
null,null,906,-32.9058,151.722,2298,Waratah,NSW,Newcastle,null,null,333,null,null,40,null,null,null,136,null,339,null,null,1902,60,133,null,1,null
null,null,576,-32.8993,151.716,2298,Waratah West,NSW,Newcastle,null,null,169,null,null,27,null,null,null,136,null,195,null,null,1905,36,70,null,1,null
null,null,441,-32.9066147,151.6836811,2287,Silver Ridge,NSW,Newcastle,null,null,92,null,null,32,null,null,null,136,null,285,null,null,1906,35,50,null,1,null
null,null,332,-33.8069303,151.1861229,2064,Artarmon,NSW,North Sydney,null,null,195,null,null,17,null,null,null,137,null,610,null,null,2008,8,50,null,1,null
null,null,612,-33.8109871,151.1857357,2064,Artarmon Central,NSW,North Sydney,null,null,260,null,null,37,null,null,null,137,null,813,null,null,2009,24,143,null,1,null
null,null,591,-33.820861,151.211348,2062,Cammeray,NSW,North Sydney,null,null,345,null,null,23,null,null,null,137,null,1190,null,null,2010,20,62,null,1,null
null,null,229,-33.8033981,151.2131419,2068,Castlecrag,NSW,North Sydney,null,null,166,null,null,17,null,null,null,137,null,671,null,null,2012,8,45,null,1,null
null,null,440,-33.8285,151.225,2090,Cremorne (North Sydney),NSW,North Sydney,null,null,252,null,null,24,null,null,null,137,null,914,null,null,2017,24,54,null,1,null
null,null,536,-33.8302599,151.2035121,2065,Crows Nest,NSW,North Sydney,null,null,327,null,null,25,null,null,null,137,null,752,null,null,2019,24,74,null,1,null
null,null,301,-33.8291235,151.2087245,2065,Crows Nest East,NSW,North Sydney,null,null,170,null,null,20,null,null,null,137,null,574,null,null,2020,16,36,null,1,null
null,null,636,-33.8485905,151.2143013,2061,Kirribilli,NSW,North Sydney,null,null,325,null,null,25,null,null,null,137,null,1124,null,null,2023,27,118,null,1,null
null,null,466,-33.843099,151.205217,2060,McMahons Point,NSW,North Sydney,null,null,241,null,null,4,null,null,null,137,null,685,null,null,2024,20,46,null,1,null
null,null,615,-33.8194691,151.2007257,2065,Naremburn,NSW,North Sydney,null,null,353,null,null,41,null,null,null,137,null,1088,null,null,2026,25,117,null,1,null
null,null,128,-33.8354107,151.2146238,2089,Neutral Bay West (North Sydney),NSW,North Sydney,null,null,101,null,null,3,null,null,null,137,null,263,null,null,2028,6,20,null,1,null
null,null,130,-33.8105558,151.2170746,2063,Northbridge,NSW,North Sydney,null,null,87,null,null,27,null,null,null,137,null,425,null,null,2029,7,15,null,1,null
null,null,420,-33.8122014,151.2189118,2063,Northbridge East,NSW,North Sydney,null,null,239,null,null,29,null,null,null,137,null,1254,null,null,2030,17,84,null,1,null
null,null,598,-33.8349829,151.2040327,2060,North Sydney,NSW,North Sydney,null,null,349,null,null,34,null,null,null,137,null,911,null,null,2031,25,100,null,1,null
null,null,165,-33.8209033,151.1865228,2065,St Leonards,NSW,North Sydney,null,null,116,null,null,9,null,null,null,137,null,228,null,null,2033,4,33,null,1,null
null,null,363,-33.837717,151.196348,2060,Waverton,NSW,North Sydney,null,null,288,null,null,20,null,null,null,137,null,633,null,null,2034,13,56,null,1,null
null,null,625,-33.8019446,151.1995784,2068,Willoughby,NSW,North Sydney,null,null,275,null,null,53,null,null,null,137,null,1186,null,null,2035,26,120,null,1,null
null,null,491,-33.7958337,151.2056701,2068,Willoughby North,NSW,North Sydney,null,null,287,null,null,34,null,null,null,137,null,1073,null,null,2036,23,128,null,1,null
null,null,337,-33.8317545,151.2030955,2065,Wollstonecraft,NSW,North Sydney,null,null,212,null,null,21,null,null,null,137,null,559,null,null,2037,14,26,null,1,null
null,null,658,-32.9464,151.707,2289,Adamstown Heights (Newcastle),NSW,Newcastle,null,null,219,null,null,27,null,null,null,136,null,547,null,null,2680,52,76,null,1,null
null,null,595,-32.931127,151.728308,2289,Adamstown North,NSW,Newcastle,null,null,250,null,null,17,null,null,null,136,null,368,null,null,2681,47,107,null,1,null
null,null,402,-32.9381045,151.705971,2289,Kotara East,NSW,Newcastle,null,null,133,null,null,15,null,null,null,136,null,232,null,null,2703,23,48,null,1,null
null,null,503,-32.945909,151.694912,2289,Kotara South (Newcastle),NSW,Newcastle,null,null,186,null,null,23,null,null,null,136,null,371,null,null,2705,34,70,null,1,null
null,null,365,-32.9378,151.752,2291,Merewether,NSW,Newcastle,null,null,187,null,null,9,null,null,null,136,null,328,null,null,2707,23,56,null,1,null
null,null,373,-32.9469,151.739,2291,Merewether Heights,NSW,Newcastle,null,null,172,null,null,18,null,null,null,136,null,522,null,null,2708,24,44,null,1,null
null,null,607,-32.9484767,151.7541281,2291,Merewether South,NSW,Newcastle,null,null,282,null,null,14,null,null,null,136,null,834,null,null,2709,32,94,null,1,null
null,null,867,-32.937316,151.726387,2289,Adamstown South,NSW,Newcastle,null,null,346,null,null,22,null,null,null,136,null,655,null,null,2710,50,120,null,1,null
null,null,556,-32.9263433,151.7136245,2305,New Lambton Central,NSW,Newcastle,null,null,145,null,null,22,null,null,null,136,null,487,null,null,2712,25,65,null,1,null
null,null,775,-32.9314303,151.7175065,2305,New Lambton South,NSW,Newcastle,null,null,302,null,null,20,null,null,null,136,null,385,null,null,2714,44,76,null,1,null
null,null,81,-33.8858,151.17,2038,Annandale (Sydney),NSW,Sydney,null,null,36,null,null,1,null,null,null,149,null,30,null,null,2727,0,1,null,1,null
null,null,505,-33.8874,151.175,2050,Camperdown,NSW,Sydney,null,null,216,null,null,8,null,null,null,149,null,144,null,null,2735,10,20,null,1,null
null,null,1023,-33.8956,151.178,2042,Camperdown South (Sydney),NSW,Sydney,null,null,535,null,null,13,null,null,null,149,null,177,null,null,2736,13,46,null,1,null
null,null,1242,-33.8821,151.182,2037,Forest Lodge,NSW,Sydney,null,null,486,null,null,15,null,null,null,149,null,426,null,null,2740,20,68,null,1,null
null,null,729,-33.8825994,151.1851211,2037,Glebe,NSW,Sydney,null,null,264,null,null,15,null,null,null,149,null,229,null,null,2742,15,53,null,1,null
null,null,598,-33.8837,151.191,2037,Glebe East,NSW,Sydney,null,null,253,null,null,13,null,null,null,149,null,169,null,null,2743,19,73,null,1,null
null,null,511,-33.8754,151.188,2037,Glebe North,NSW,Sydney,null,null,191,null,null,11,null,null,null,149,null,211,null,null,2744,10,38,null,1,null
null,null,98,-31.5298949,159.0691602,2898,Lord Howe Island,NSW,Sydney,null,null,35,null,null,1,null,null,null,149,null,66,null,null,2755,2,11,null,1,null
null,null,293,-33.8589,151.208,2000,Millers Point,NSW,Sydney,null,null,56,null,null,6,null,null,null,149,null,543,null,null,2756,13,25,null,1,null
null,null,1289,-33.8679,151.192,2009,Pyrmont,NSW,Sydney,null,null,308,null,null,19,null,null,null,149,null,1202,null,null,2762,73,140,null,1,null
null,null,554,-33.8759,151.181,2037,Glebe West,NSW,Sydney,null,null,168,null,null,17,null,null,null,149,null,238,null,null,2768,9,26,null,1,null
null,null,424,-33.8813,151.2,2007,Ultimo,NSW,Sydney,null,null,153,null,null,8,null,null,null,149,null,249,null,null,2769,13,72,null,1,null
null,null,1199,-33.8905,151.216,2010,Surry Hills South,NSW,Sydney,null,null,406,null,null,13,null,null,null,149,null,423,null,null,2852,25,96,null,1,null
null,null,561,-33.8787,151.223,2010,Darlinghurst East (Sydney),NSW,Sydney,null,null,158,null,null,7,null,null,null,149,null,290,null,null,2853,7,39,null,1,null
null,null,566,-33.8847514,151.198426,2007,Ultimo East,NSW,Sydney,null,null,293,null,null,17,null,null,null,149,null,273,null,null,2856,15,69,null,1,null
null,null,337,-33.8861593,151.2082967,2010,Surry Hills West,NSW,Sydney,null,null,155,null,null,11,null,null,null,149,null,148,null,null,2864,6,29,null,1,null
null,null,314,-33.8837,151.217,2010,Surry Hills East (Sydney),NSW,Sydney,null,null,84,null,null,3,null,null,null,149,null,148,null,null,2866,9,22,null,1,null
null,null,325,-33.8761,151.213,2010,Hyde Park,NSW,Sydney,null,null,107,null,null,13,null,null,null,149,null,168,null,null,2869,16,48,null,1,null
null,null,1047,-33.8774,151.221,2010,Kings Cross (Sydney),NSW,Sydney,null,null,286,null,null,15,null,null,null,149,null,473,null,null,2871,23,87,null,1,null
null,null,599,-33.8712715,151.2199566,2011,Woolloomooloo,NSW,Sydney,null,null,173,null,null,1,null,null,null,149,null,341,null,null,2876,14,61,null,1,null
null,null,737,-33.8947,151.21,2016,Redfern East,NSW,Sydney,null,null,180,null,null,16,null,null,null,149,null,318,null,null,2879,21,88,null,1,null
null,null,418,-33.886734,151.2148439,2010,Surry Hills,NSW,Sydney,null,null,124,null,null,9,null,null,null,149,null,158,null,null,2887,9,18,null,1,null
null,null,1015,-33.882301,151.215195,2010,Surry Hills North,NSW,Sydney,null,null,352,null,null,18,null,null,null,149,null,377,null,null,2888,18,100,null,1,null
null,null,null,-37.8034688,144.993542,3067,Abbotsford,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,97,null,null,4610,8,53,null,1,null
null,null,null,-37.7962325,144.9641679,2207,Carlton,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,72,null,null,4621,0,11,null,1,null
null,null,null,-37.7912,144.973,3054,Carlton Central,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,256,null,null,4622,14,75,null,1,null
null,null,null,-37.8019433,144.9693412,3053,Carlton South,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,277,null,null,4624,16,70,null,1,null
null,null,null,-37.8005296,144.9865044,3066,Collingwood,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,127,null,null,4626,8,32,null,1,null
null,null,null,-37.7849,144.988,3068,Delbridge,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,143,null,null,4628,5,32,null,1,null
null,null,null,-37.8116651,144.9846819,3002,East Melbourne,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,518,null,null,4629,13,28,null,1,null
null,null,null,-37.7814,144.968,3054,Princes Hill,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,288,null,null,4630,11,56,null,1,null
null,null,null,-37.7996027,144.9815114,3065,Fitzroy,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,214,null,null,4631,8,72,null,1,null
null,null,null,-37.7846,144.984,3068,Fitzroy North,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,240,null,null,4633,13,82,null,1,null
null,null,null,-37.79649,144.9423376,3051,Hotham Hill,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,184,null,null,4635,15,72,null,1,null
null,null,null,-37.7928,144.927,3031,Kensington (Melbourne),VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,327,null,null,4636,13,79,null,1,null
null,null,null,-37.8098387,144.9720566,3000,Melbourne (Melbourne),VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,554,null,null,4637,25,44,null,1,null
null,null,null,-37.7771,144.988,3068,Merri (Melbourne),VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,141,null,null,4638,8,38,null,1,null
null,null,null,-37.8036247,144.956797,3051,North Melbourne,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,238,null,null,4640,13,37,null,1,null
null,null,null,-37.7984,144.951,3051,North Melbourne Central,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,318,null,null,4641,25,68,null,1,null
null,null,null,-37.7975,144.956,3052,Parkville,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,203,null,null,4642,14,30,null,1,null
null,null,null,-37.815582,145.007712,3121,Richmond Central,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,490,null,null,4643,17,79,null,1,null
null,null,null,-37.8126786,144.9982345,3121,Richmond North,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,45,null,null,4644,9,22,null,1,null
null,null,null,-37.778975,144.946489,2031,Special Hospital Team 3,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,1,null,null,4652,0,0,null,2,null
null,null,null,-37.822,144.998,2753,Richmond,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,558,null,null,4677,19,78,null,1,null
null,null,null,-37.82049,145.003744,3121,Burnley,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,336,null,null,4678,8,42,null,1,null
null,null,null,-37.8297,145,3121,Cremorne,VIC,Melbourne,null,null,null,null,null,null,null,null,null,228,null,539,null,null,4679,13,73,null,1,null
15,18,null,-27.446,152.994,4060,Ashgrove,QLD,Brisbane,null,null,562,null,null,null,null,null,null,156,null,null,null,null,5168,38,50,null,1,null
5,5,null,-27.4295167,152.9897868,4051,Enoggera (Brisbane),QLD,Brisbane,null,null,173,null,null,null,null,null,null,156,null,null,null,null,5174,10,35,null,1,null
7,11,null,-27.4516,152.992,4065,Ithaca Creek,QLD,Brisbane,null,null,375,null,null,null,null,null,null,156,null,null,null,null,5182,17,33,null,1,null
15,4,null,-27.4556408,153.002488,4059,Ithaca South,QLD,Brisbane,null,null,490,null,null,null,null,null,null,156,null,null,null,null,5183,9,48,null,1,null
15,19,null,-27.4509709,153.0117416,4059,Kelvin Grove,QLD,Brisbane,null,null,795,null,null,null,null,null,null,156,null,null,null,null,5186,28,64,null,1,null
20,32,null,-27.4314,153.004,4051,Newmarket,QLD,Brisbane,null,null,646,null,null,null,null,null,null,156,null,null,null,null,5191,27,56,null,1,null
2,10,null,-27.4405261,153.0056047,4051,Newmarket South,QLD,Brisbane,null,null,240,null,null,null,null,null,null,156,null,null,null,null,5192,5,24,null,1,null
3,8,null,-27.4588,152.996,4064,Paddington,QLD,Brisbane,null,null,390,null,null,null,null,null,null,156,null,null,null,null,5194,15,21,null,1,null
26,14,null,-27.4281,153.015,4051,Grange,QLD,Brisbane,null,null,522,null,null,null,null,null,null,156,null,null,null,null,5203,22,65,null,1,null
31,28,null,-27.4306326,153.029573,4030,Windsor North,QLD,Brisbane,null,null,769,null,null,null,null,null,null,156,null,null,null,null,5204,26,100,null,1,null
19,20,null,-27.469,153.023,4000,Brisbane City (Brisbane),QLD,Brisbane,null,null,617,null,null,null,null,null,null,156,null,null,null,null,5566,26,62,null,1,null
5,12,null,-27.4613125,153.029705,4000,Fortitude Valley,QLD,Brisbane,null,null,255,null,null,null,null,null,null,156,null,null,null,null,5576,13,22,null,1,null
12,18,null,-27.4685973,153.0444002,4005,Merthyr,QLD,Brisbane,null,null,621,null,null,null,null,null,null,156,null,null,null,null,5580,19,76,null,1,null
12,12,null,-27.4638043,152.9990602,4064,Milton (Brisbane),QLD,Brisbane,null,null,472,null,null,null,null,null,null,156,null,null,null,null,5581,13,25,null,1,null
24,32,null,-27.4606103,153.0451351,4005,New Farm,QLD,Brisbane,null,null,1030,null,null,null,null,null,null,156,null,null,null,null,5584,44,116,null,1,null
13,7,null,-27.4604,153.01,4064,Petrie Terrace,QLD,Brisbane,null,null,424,null,null,null,null,null,null,156,null,null,null,null,5588,11,28,null,1,null
15,19,null,-27.4596726,153.027674,2800,Spring Hill,QLD,Brisbane,null,null,563,null,null,null,null,null,null,156,null,null,null,null,5591,38,58,null,1,null
13,9,null,-27.4329,153.057,4007,Ascot,QLD,Brisbane,null,null,385,null,null,null,null,null,null,156,null,null,null,null,6017,24,53,null,1,null
9,5,null,-27.4189,153.058,4011,Clayfield East,QLD,Brisbane,null,null,215,null,null,null,null,null,null,156,null,null,null,null,6029,18,33,null,1,null
6,10,null,-27.4222,153.048,4011,Clayfield West,QLD,Brisbane,null,null,354,null,null,null,null,null,null,156,null,null,null,null,6030,25,41,null,1,null
25,17,null,-27.437,153.064,2303,Hamilton,QLD,Brisbane,null,null,377,null,null,null,null,null,null,156,null,null,null,null,6034,56,70,null,1,null
16,12,null,-27.4192,153.069,4011,Hendra,QLD,Brisbane,null,null,256,null,null,null,null,null,null,156,null,null,null,null,6035,31,51,null,1,null
11,3,null,-27.4089663,153.0440663,4030,Kalinga (Brisbane),QLD,Brisbane,null,null,176,null,null,null,null,null,null,156,null,null,null,null,6037,6,19,null,1,null
12,5,null,-27.432299,153.0730891,4007,Whinstanes,QLD,Brisbane,null,null,111,null,null,null,null,null,null,156,null,null,null,null,6054,13,26,null,1,null
null,null,null,-34.9218994,138.5980605,5000,Adelaide (Adelaide),SA,Adelaide,8,null,139,null,null,null,null,null,null,179,null,156,null,null,6648,20,17,null,1,null
null,null,null,-34.92788,138.60935,5000,Adelaide East,SA,Adelaide,21,null,244,null,null,null,null,null,null,179,null,446,null,null,6649,10,22,null,1,null
null,null,null,-34.934185,138.604438,5000,Adelaide South,SA,Adelaide,37,null,587,null,null,null,null,null,null,179,null,688,null,null,6651,64,53,null,1,null
null,null,null,-34.8542,138.599,5084,Blair Athol,SA,Adelaide,35,null,170,null,null,null,null,null,null,179,null,368,null,null,6654,60,76,null,1,null
null,null,null,-34.880086,138.614978,5083,Broadview,SA,Adelaide,40,null,284,null,null,null,null,null,null,179,null,976,null,null,6655,75,90,null,1,null
null,null,null,-34.88015,138.56602,2133,Croydon Park,SA,Adelaide,31,null,168,null,null,null,null,null,null,179,null,355,null,null,6657,57,103,null,1,null
null,null,null,-34.8655,138.602,5085,Enfield,SA,Adelaide,34,null,274,null,null,null,null,null,null,179,null,570,null,null,6659,111,110,null,1,null
null,null,null,-34.8526521,138.6102747,5085,Enfield North,SA,Adelaide,21,null,143,null,null,null,null,null,null,179,null,349,null,null,6660,41,52,null,1,null
null,null,null,-34.871,138.626,5086,Greenacres,SA,Adelaide,32,null,236,null,null,null,null,null,null,179,null,695,null,null,6663,74,92,null,1,null
null,null,null,-34.86216,138.588163,5084,Kilburn,SA,Adelaide,30,null,209,null,null,null,null,null,null,179,null,347,null,null,6668,62,128,null,1,null
null,null,null,-34.882716,138.603923,5083,Nailsworth,SA,Adelaide,32,null,241,null,null,null,null,null,null,179,null,686,null,null,6674,47,68,null,1,null
null,null,null,-34.905106,138.597604,5006,North Adelaide,SA,Adelaide,43,null,374,null,null,null,null,null,null,179,null,1036,null,null,6675,45,53,null,1,null
null,null,null,-34.848419,138.619864,5085,Northfield,SA,Adelaide,32,null,158,null,null,null,null,null,null,179,null,536,null,null,6676,55,92,null,1,null
null,null,null,-34.884989,138.590019,5082,Prospect,SA,Adelaide,41,null,492,null,null,null,null,null,null,179,null,920,null,null,6679,77,97,null,1,null
null,null,null,-34.87485,138.596842,5082,Prospect North,SA,Adelaide,39,null,321,null,null,null,null,null,null,179,null,647,null,null,6681,99,104,null,1,null
null,null,null,-34.8901,138.602,5082,Prospect South,SA,Adelaide,8,null,89,null,null,null,null,null,null,179,null,370,null,null,6682,29,19,null,1,null
null,null,null,-34.88542,138.62594,5081,Vale Park (Adelaide),SA,Adelaide,20,null,157,null,null,null,null,null,null,179,null,563,null,null,6685,25,36,null,1,null
null,null,null,-34.8953,138.613,5081,Walkerville (Adelaide),SA,Adelaide,27,null,256,null,null,null,null,null,null,179,null,1019,null,null,6686,36,44,null,1,null
null,null,null,-34.95773,138.62051,5063,Fullarton,SA,Adelaide,22,null,175,null,null,null,null,null,null,179,null,698,null,null,6868,32,30,null,1,null
null,null,null,-34.9515,138.589,4660,Goodwood,SA,Adelaide,30,null,441,null,null,null,null,null,null,179,null,581,null,null,6871,40,50,null,1,null
null,null,null,-34.960398,138.607119,2010,Hyde Park,SA,Adelaide,7,null,140,null,null,null,null,null,null,179,null,790,null,null,6878,18,26,null,1,null
null,null,null,-34.9446,138.62,5063,Parkside,SA,Adelaide,27,null,380,null,null,null,null,null,null,179,null,752,null,null,6886,29,44,null,1,null
null,null,null,-34.950821,138.608307,5061,Unley,SA,Adelaide,40,null,390,null,null,null,null,null,null,179,null,984,null,null,6889,36,63,null,1,null
null,null,null,-34.9605752,138.5737695,5035,Black Forest (Adelaide),SA,Adelaide,10,null,133,null,null,null,null,null,null,179,null,216,null,null,7008,17,21,null,1,null
null,null,null,-34.94303,138.57221,5035,Keswick,SA,Adelaide,13,null,133,null,null,null,null,null,null,179,null,285,null,null,7067,21,20,null,1,null
null,null,null,-34.901621,138.554324,5009,Allenby Gardens (Adelaide),SA,Adelaide,37,null,277,null,null,null,null,null,null,179,null,554,null,null,7048,55,99,null,1,null
null,null,null,-34.898096,138.581904,5007,Brompton,SA,Adelaide,36,null,533,null,null,null,null,null,null,179,null,456,null,null,7049,52,51,null,1,null
null,null,null,-34.9342455,138.5590038,5033,Cowandilla (Adelaide),SA,Adelaide,42,null,267,null,null,null,null,null,null,179,null,415,null,null,7053,60,102,null,1,null
null,null,null,-34.9462149,138.5688187,5033,Kurralta Park,SA,Adelaide,9,null,105,null,null,null,null,null,null,179,null,222,null,null,7070,17,23,null,1,null
null,null,null,-34.9607,138.556,5038,Plympton (Adelaide),SA,Adelaide,26,null,198,null,null,null,null,null,null,179,null,518,null,null,7075,59,52,null,1,null
null,null,null,-34.8944,138.581,5008,Renown Park,SA,Adelaide,28,null,250,null,null,null,null,null,null,179,null,316,null,null,7077,48,99,null,1,null
null,null,null,-34.9399,138.562,5033,Richmond (Adelaide),SA,Adelaide,32,null,214,null,null,null,null,null,null,179,null,540,null,null,7078,60,94,null,1,null
null,null,null,-34.9234738,138.5704613,5031,Mile End,SA,Adelaide,33,null,386,null,null,null,null,null,null,179,null,416,null,null,7079,57,103,null,1,null
null,null,null,-34.9173,138.563,5031,Torrensville,SA,Adelaide,26,null,399,null,null,null,null,null,null,179,null,451,null,null,7080,54,89,null,1,null
null,null,null,-34.8732246,138.5685417,5010,Regency Park,SA,Adelaide,11,null,64,null,null,null,null,null,null,179,null,196,null,null,7254,23,28,null,1,null
null,null,null,-34.8839,138.551,5009,Kilkenny (Adelaide),SA,Adelaide,11,null,108,null,null,null,null,null,null,179,null,208,null,null,7255,29,46,null,1,null
null,null,null,-34.86398,138.55001,5012,Woodville Gardens (Adelaide),SA,Adelaide,52,null,154,null,null,null,null,null,null,179,null,322,null,null,7280,58,129,null,1,null
null,null,null,-31.9337,115.842,6007,Leederville,WA,Perth,null,null,null,null,null,null,null,null,12,245,null,325,null,null,7611,14,28,null,1,null
null,null,null,-31.9273,115.842,6007,Leederville North,WA,Perth,null,null,null,null,null,null,null,null,13,245,null,421,null,null,7612,5,44,null,1,null
null,null,null,-31.9183,115.836,6016,Mount Hawthorn,WA,Perth,null,null,null,null,null,null,null,null,38,245,null,689,null,null,7616,18,72,null,1,null
null,null,null,-31.9278998,115.8389012,6007,Leederville Central,WA,Perth,null,null,null,null,null,null,null,null,5,245,null,166,null,null,7617,7,23,null,1,null
null,null,null,-31.9197,115.835,6016,Mount Hawthorn West,WA,Perth,null,null,null,null,null,null,null,null,20,245,null,553,null,null,7618,19,50,null,1,null
null,null,null,-31.8933,115.946,6054,Eden Hill,WA,Perth,null,null,null,null,null,null,null,null,76,245,null,510,null,null,7931,25,163,null,1,null
null,null,null,-31.9146,115.941,6054,Ashfield,WA,Perth,null,null,null,null,null,null,null,null,26,245,null,317,null,null,8127,25,55,null,1,null
null,null,null,-31.8982,115.937,6054,Bassendean,WA,Perth,null,null,null,null,null,null,null,null,49,245,null,528,null,null,8128,48,95,null,1,null
null,null,null,-31.9077611,115.953831,6054,Bassendean South,WA,Perth,null,null,null,null,null,null,null,null,56,245,null,751,null,null,8129,34,126,null,1,null
null,null,null,-31.9198,115.914,3153,Bayswater,WA,Perth,null,null,null,null,null,null,null,null,63,245,null,805,null,null,8130,49,109,null,1,null
null,null,null,-31.9150965,115.8962016,6052,Bedford,WA,Perth,null,null,null,null,null,null,null,null,21,245,null,356,null,null,8131,16,58,null,1,null
null,null,null,-31.8769,115.89,6062,Camboon,WA,Perth,null,null,null,null,null,null,null,null,45,245,null,968,null,null,8133,56,160,null,1,null
null,null,null,-31.9144,115.86,6050,Coolbinia (Perth),WA,Perth,null,null,null,null,null,null,null,null,35,245,null,845,null,null,8134,13,66,null,1,null
null,null,null,-31.9598,115.875,6004,East Perth,WA,Perth,null,null,null,null,null,null,null,null,42,245,null,855,null,null,8137,26,77,null,1,null
null,null,null,-31.9025,115.909,6062,Embleton,WA,Perth,null,null,null,null,null,null,null,null,34,245,null,307,null,null,8138,40,92,null,1,null
null,null,null,-31.9397,115.876,6050,Mount Lawley South,WA,Perth,null,null,null,null,null,null,null,null,27,245,null,468,null,null,8139,24,50,null,1,null
null,null,null,-31.8892,115.926,6062,Morley South,WA,Perth,null,null,null,null,null,null,null,null,47,245,null,579,null,null,8140,26,124,null,1,null
null,null,null,-31.9406,115.8667027,6003,Highgate,WA,Perth,null,null,null,null,null,null,null,null,54,245,null,692,null,null,8142,31,111,null,1,null
null,null,null,-31.9087,115.903,3153,Bayswater North,WA,Perth,null,null,null,null,null,null,null,null,41,245,null,702,null,null,8143,46,118,null,1,null
null,null,null,-31.9403,115.852,6005,West Perth,WA,Perth,null,null,null,null,null,null,null,null,9,245,null,308,null,null,8144,18,26,null,1,null
null,null,null,-31.9249007,115.8888422,4387,Inglewood,WA,Perth,null,null,null,null,null,null,null,null,18,245,null,331,null,null,8145,10,56,null,1,null
null,null,null,-31.917,115.886,6052,Inglewood East,WA,Perth,null,null,null,null,null,null,null,null,52,245,null,888,null,null,8147,29,137,null,1,null
null,null,null,-31.93186,115.891151,5069,Maylands,WA,Perth,null,null,null,null,null,null,null,null,45,245,null,588,null,null,8148,31,101,null,1,null
null,null,null,-31.9333,115.905,6051,Maylands East,WA,Perth,null,null,null,null,null,null,null,null,43,245,null,640,null,null,8149,28,70,null,1,null
